Year,Page,Brand,Product,Size,Base_Price,Promo_Price,Promo_Type,Promo_Details,Digital_Req,Non_Digital_Price,Member_Req,Savings,Discount_Depth,Net_Price,Core_Item,Retailer,Promo_Type_Std,Price_Per_Unit,Net_Price_Numeric
2025,9,Bud Miller Coors or Yuengling,Beer,24 pack 12 oz cans,,22.99,STRAIGHT_PRICE,,NO,,YES,,,22.99,,FoodLion,STRAIGHT_PRICE,22.99,22.99
2025,9,Busch or Natural Light or Keystone Light,Beer,30 pack 12 oz cans,,19.99,STRAIGHT_PRICE,,NO,,YES,,,19.99,,FoodLion,STRAIGHT_PRICE,19.99,19.99
2025,9,Sierra Nevada or Fat Tire or Devil's Backbone,Beer,12 pack 12 oz bottles,,17.99,STRAIGHT_PRICE,,NO,,YES,,,17.99,,FoodLion,STRAIGHT_PRICE,17.99,17.99
2025,9,Heineken or Corona,Beer,12 pack 12 oz bottles,,15.99,STRAIGHT_PRICE,,NO,,YES,,,15.99,,FoodLion,STRAIGHT_PRICE,15.99,15.99
2025,9,Mike's Hard or Jack Daniel's or Smirnoff,Hard Beverages,Select Varieties,,9.99,STRAIGHT_PRICE,,NO,,YES,,,9.99,,FoodLion,STRAIGHT_PRICE,9.99,9.99
2025,11,Nestle Coffee Mate,Cold Foam or Creamer,14-16 oz,,3.5,MULTIBUY,2/$7,NO,,YES,,,3.5,,FoodLion,MULTIBUY,3.5,3.5
2025,11,Philadelphia,Cream Cheese,8 oz brick,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,YES,FoodLion,MULTIBUY,2.5,2.5
2025,11,Daisy,Sour Cream,16 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,,FoodLion,MULTIBUY,2.5,2.5
2025,11,Cracker Barrel,Cheese Cuts,5-8 oz,,2.99,STRAIGHT_PRICE,,NO,,YES,,,2.99,,FoodLion,STRAIGHT_PRICE,2.99,2.99
2025,11,Private Label,Eggs,18 ct,,4.99,STRAIGHT_PRICE,,NO,,YES,,,4.99,,FoodLion,STRAIGHT_PRICE,4.99,4.99
2025,11,Country Crock,Spread,15 oz,,4.99,STRAIGHT_PRICE,,NO,,YES,,,4.99,,FoodLion,STRAIGHT_PRICE,4.99,4.99
2025,11,Tropicana,Premium Juice or Probiotics,52 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,,FoodLion,MULTIBUY,2.5,2.5
2025,11,Kraft,Shredded Cheese,8 oz,,4.69,STRAIGHT_PRICE,,NO,,YES,,,4.69,,FoodLion,STRAIGHT_PRICE,4.69,4.69
2025,11,Pillsbury,Crescents or Cinnamon Rolls,8-13.9 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,YES,FoodLion,MULTIBUY,2.5,2.5
2025,11,Silk,Milk,64 oz,,2.99,STRAIGHT_PRICE,,NO,,YES,,,2.99,,FoodLion,STRAIGHT_PRICE,2.99,2.99
2025,11,Hershey's,Syrup,22-24 oz,,3.99,STRAIGHT_PRICE,,NO,,YES,,,3.99,,FoodLion,STRAIGHT_PRICE,3.99,3.99
2025,11,Nature Valley,Granola Bars or Sweet & Salty or Crunchy Bars,5-12 ct,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,,FoodLion,MULTIBUY,2.5,2.5
2025,11,Quaker,Sandwich Crunch Cereal or Granola Bars,10-20 ct,,3.0,MULTIBUY,2/$6,NO,,YES,,,3.0,,FoodLion,MULTIBUY,3.0,3.0
2025,11,Lipton,Tea Bags,100 ct,,3.99,STRAIGHT_PRICE,,NO,,YES,,,3.99,,FoodLion,STRAIGHT_PRICE,3.99,3.99
2025,11,Dave's,Killer Bread Snack Bars,4 ct,,3.99,STRAIGHT_PRICE,,NO,,YES,,,3.99,,FoodLion,STRAIGHT_PRICE,3.99,3.99
2025,11,Honey Maid or Honey Bunches of Oat Clusters,Cereal,9.5-18 oz,2.5,2.0,DIGITAL_ONLY,MVP Digital Coupon $1 off,YES,2.5,YES,0.5,20%,2.0,,FoodLion,DIGITAL_ONLY,2.0,2.0
2025,11,Bridgford,Parkerhouse Rolls,24 ct,,2.99,STRAIGHT_PRICE,,NO,,YES,,,2.99,,FoodLion,STRAIGHT_PRICE,2.99,2.99
2025,11,Green Giant,Boxed Vegetables,7-10 oz,,1.0,STRAIGHT_PRICE,,NO,,YES,,,1.0,,FoodLion,STRAIGHT_PRICE,1.0,1.0
2025,11,Private Label,Whipped Topping,8 oz,,0.99,STRAIGHT_PRICE,,NO,,YES,,,0.99,YES,FoodLion,STRAIGHT_PRICE,0.99,0.99
2025,11,Birds Eye,Corn on Cob,12 ct,,3.49,STRAIGHT_PRICE,,NO,,YES,,,3.49,,FoodLion,STRAIGHT_PRICE,3.49,3.49
2025,11,Smucker's,Uncrustables,4 ct,,3.49,STRAIGHT_PRICE,,NO,,YES,,,3.49,,FoodLion,STRAIGHT_PRICE,3.49,3.49
2025,11,Haagen-Dazs,Ice Cream,14 oz,3.99,3.29,DIGITAL_ONLY,MVP Digital Coupon $0.70 off,YES,3.99,YES,0.7,18%,3.29,,FoodLion,DIGITAL_ONLY,3.29,3.29
2025,11,Edwards,Pies,24-36 oz,5.99,4.99,DIGITAL_ONLY,MVP Digital Coupon $1 off,YES,5.99,YES,1.0,17%,4.99,,FoodLion,DIGITAL_ONLY,4.99,4.99
2025,11,Stouffer's,Family Size Dinners,27.5-97 oz,,11.99,STRAIGHT_PRICE,,NO,,YES,,,11.99,,FoodLion,STRAIGHT_PRICE,11.99,11.99
2025,11,Tyson,Family Pack Chicken,28.6-44 ct Frozen,,11.99,STRAIGHT_PRICE,,NO,,YES,,,11.99,,FoodLion,STRAIGHT_PRICE,11.99,11.99
2025,11,Mrs. Smith's,Pies,22-46 oz,5.99,3.99,DIGITAL_ONLY,MVP Digital Coupon $1 off,YES,5.99,YES,1.0,17%,3.99,,FoodLion,DIGITAL_ONLY,3.99,3.99
2025,11,Freschetta,Pizza,20.6-27.92 oz,,4.99,STRAIGHT_PRICE,,NO,,YES,,,4.99,,FoodLion,STRAIGHT_PRICE,4.99,4.99
2025,13,Private Label,Aluminum Pans or Foil,27.18-75 ft Heavy Duty,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,,FoodLion,MULTIBUY,2.5,2.5
2025,13,Private Label,Party Cups,50 ct,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,,FoodLion,MULTIBUY,2.5,2.5
2025,13,Private Label,Dinner Napkins,60-100 ct,,2.5,BOGO_FREE,,NO,,YES,,50%,2.5,,FoodLion,BOGO_FREE,2.5,2.5
2025,13,Eco-Foil,Ultimates Roaster Pans,Select Varieties,,3.49,STRAIGHT_PRICE,,NO,,YES,,,3.49,,FoodLion,STRAIGHT_PRICE,3.49,3.49
2025,13,Private Label,Party Plates,40-54 ct,,3.99,STRAIGHT_PRICE,,NO,,YES,,,3.99,,FoodLion,STRAIGHT_PRICE,3.99,3.99
2025,13,Handi-Foil,Napkins,60-100 ct,,1.99,STRAIGHT_PRICE,,NO,,YES,,,1.99,,FoodLion,STRAIGHT_PRICE,1.99,1.99
2025,13,Private Label,Storage Bags Zipper,40-46 ct,,2.0,MULTIBUY,2/$4,NO,,YES,,,2.0,,FoodLion,MULTIBUY,2.0,2.0
2025,13,Rubbermaid,Takealongs Containers,3 ct,,2.5,BOGO_FREE,,NO,,YES,,50%,2.5,,FoodLion,BOGO_FREE,2.5,2.5
2025,13,Febreze,Air Refresher Oil Refills,2 ct,,9.99,STRAIGHT_PRICE,,NO,,YES,,,9.99,,FoodLion,STRAIGHT_PRICE,9.99,9.99
2025,13,Kleenex,Tissues,3 pack,,4.99,STRAIGHT_PRICE,,NO,,YES,,,4.99,,FoodLion,STRAIGHT_PRICE,4.99,4.99
2025,13,Glade,Aerosol,8 oz,,2.0,MULTIBUY,2/$4,NO,,YES,,,2.0,,FoodLion,MULTIBUY,2.0,2.0
2025,13,Clorox,Disinfecting Wipes,35-75 ct,,5.49,STRAIGHT_PRICE,,NO,,YES,,,5.49,,FoodLion,STRAIGHT_PRICE,5.49,5.49
2025,13,Glade,Candles,3.4 oz,,3.49,STRAIGHT_PRICE,,NO,,YES,,,3.49,,FoodLion,STRAIGHT_PRICE,3.49,3.49
2025,13,Lysol,Disinfectant Spray,12.5 oz,,6.99,STRAIGHT_PRICE,,NO,,YES,,,6.99,,FoodLion,STRAIGHT_PRICE,6.99,6.99
2025,13,Dawn,EZ-Squeeze,24.3 oz,4.99,3.99,DIGITAL_ONLY,MVP Digital Coupon $1 off,YES,4.99,YES,1.0,20%,3.99,,FoodLion,DIGITAL_ONLY,3.99,3.99
2025,13,Charmin or Bounty,Bath Tissue or Paper Towels,6 Mega or 4-6 Triple,14.99,12.99,DIGITAL_ONLY,MVP Digital Coupon $2 off,YES,14.99,YES,2.0,13%,12.99,,FoodLion,DIGITAL_ONLY,12.99,12.99
2025,13,Dial,Antibacterial or Foaming Hand Soap,11 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,,FoodLion,MULTIBUY,2.5,2.5
2025,13,Playtex,Tampons,36 ct,,7.99,STRAIGHT_PRICE,,NO,,YES,,,7.99,,FoodLion,STRAIGHT_PRICE,7.99,7.99
2025,13,Nice 'N Easy or Natural Instincts,Hair Color,Select Varieties,,7.99,STRAIGHT_PRICE,,NO,,YES,,,7.99,,FoodLion,STRAIGHT_PRICE,7.99,7.99
2025,13,Zantac,360 Maximum Strength,25 ct,,8.99,STRAIGHT_PRICE,,NO,,YES,,,8.99,,FoodLion,STRAIGHT_PRICE,8.99,8.99
2025,13,Happy Baby,Organic Pouches,3-4 oz,,1.5,MULTIBUY,2/$3,NO,,YES,,,1.5,,FoodLion,MULTIBUY,1.5,1.5
2025,13,Gerber,Go Growers,3.5-6 oz,,2.69,STRAIGHT_PRICE,,NO,,YES,,,2.69,,FoodLion,STRAIGHT_PRICE,2.69,2.69
2025,13,Plum Organics,Baby Food,4 oz,,3.89,STRAIGHT_PRICE,,NO,,YES,,,3.89,,FoodLion,STRAIGHT_PRICE,3.89,3.89
2025,13,Kinderkyte,Baby Wipes,64-66 ct,,3.99,STRAIGHT_PRICE,,NO,,YES,,,3.99,,FoodLion,STRAIGHT_PRICE,3.99,3.99
2025,13,Country Kitchen,Cat Treats,20-20.5 oz,,8.99,STRAIGHT_PRICE,,NO,,YES,,,8.99,,FoodLion,STRAIGHT_PRICE,8.99,8.99
2025,13,Arm & Hammer,Clumping Litter,8-11.1 lb,,9.99,STRAIGHT_PRICE,,NO,,YES,,,9.99,,FoodLion,STRAIGHT_PRICE,9.99,9.99
2025,13,Supreme Source,Dog Food,2 lb,,2.69,STRAIGHT_PRICE,,NO,,YES,,,2.69,,FoodLion,STRAIGHT_PRICE,2.69,2.69
2025,13,Supreme Source,Dry Dog Food,11 lb,,15.99,STRAIGHT_PRICE,,NO,,YES,,,15.99,,FoodLion,STRAIGHT_PRICE,15.99,15.99
2025,15,Private Label,Russet Potatoes,5 lb bag,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,YES,FoodLion,MULTIBUY,2.5,2.5
2025,15,Private Label,Yellow Onions,3 lb bag,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,,FoodLion,MULTIBUY,2.5,2.5
2025,15,Private Label,Celery,Bunch,,0.99,STRAIGHT_PRICE,,NO,,YES,,,0.99,,FoodLion,STRAIGHT_PRICE,0.99,0.99
2025,15,Private Label,Zucchini or Yellow Squash,Bulk or Tray,,1.29,STRAIGHT_PRICE,,NO,,YES,,,1.29,,FoodLion,STRAIGHT_PRICE,1.29,1.29
2025,15,Private Label,Red Yellow or Orange Peppers,,,0.99,STRAIGHT_PRICE,,NO,,YES,,,0.99,,FoodLion,STRAIGHT_PRICE,0.99,0.99
2025,15,Private Label,European Cucumbers,,,0.99,STRAIGHT_PRICE,,NO,,YES,,,0.99,,FoodLion,STRAIGHT_PRICE,0.99,0.99
2025,15,Private Label,Collard Greens,,,1.29,STRAIGHT_PRICE,,NO,,YES,,,1.29,,FoodLion,STRAIGHT_PRICE,1.29,1.29
2025,15,Private Label,Green Beans,22 oz bag,,5.49,STRAIGHT_PRICE,,NO,,YES,,,5.49,,FoodLion,STRAIGHT_PRICE,5.49,5.49
2025,15,Private Label,Green Seedless Grapes,,,1.99,STRAIGHT_PRICE,per lb,NO,,YES,,,1.99,,FoodLion,STRAIGHT_PRICE,1.99,1.99
2025,15,Private Label,Golden Pineapple,Whole,,2.19,STRAIGHT_PRICE,,NO,,YES,,,2.19,,FoodLion,STRAIGHT_PRICE,2.19,2.19
2025,15,Private Label,Granny Smith Apples,3 lb bag,,3.49,STRAIGHT_PRICE,,NO,,YES,,,3.49,,FoodLion,STRAIGHT_PRICE,3.49,3.49
2025,15,Nature's Promise,Organic Apples,2 lb,,2.0,MULTIBUY,2/$4,NO,,YES,,,2.0,,FoodLion,MULTIBUY,2.0,2.0
2025,15,Private Label,Organic Lemons,1 lb,,2.69,STRAIGHT_PRICE,,NO,,YES,,,2.69,,FoodLion,STRAIGHT_PRICE,2.69,2.69
2025,15,Nature's Promise,Organic Lemons,1 lb,,2.69,STRAIGHT_PRICE,,NO,,YES,,,2.69,,FoodLion,STRAIGHT_PRICE,2.69,2.69
2025,15,Private Label,Blueberry Tree,4 inch,,4.99,STRAIGHT_PRICE,,NO,,YES,,,4.99,,FoodLion,STRAIGHT_PRICE,4.99,4.99
2025,15,Private Label,Poinsettias,6 inch,,5.99,STRAIGHT_PRICE,,NO,,YES,,,5.99,,FoodLion,STRAIGHT_PRICE,5.99,5.99
2019,1,Nature's Promise,Fresh Turkey,10-26 lb avg wt,,0.99,STRAIGHT_PRICE,per lb,NO,,YES,,,0.99,YES,Giant,STRAIGHT_PRICE,0.99,0.99
2019,1,Butterball,Grade A Frozen Turkey,14-16 lb avg wt,,0.99,STRAIGHT_PRICE,per lb,NO,,YES,,,0.99,YES,Giant,STRAIGHT_PRICE,0.99,0.99
2019,1,Butterball,Grade A Fresh Turkey,10-24 lb avg wt,,1.69,STRAIGHT_PRICE,per lb,NO,,YES,,,1.69,YES,Giant,STRAIGHT_PRICE,1.69,1.69
2019,1,Nature's Promise,Fully Cooked or Brined Turkey,10-14 lb,,2.99,STRAIGHT_PRICE,per lb,NO,,YES,,,2.99,YES,Giant,STRAIGHT_PRICE,2.99,2.99
2019,1,Nature's Promise,Fresh Organic Turkey,10-16 lb avg wt,,3.99,STRAIGHT_PRICE,per lb,NO,,YES,,,3.99,YES,Giant,STRAIGHT_PRICE,3.99,3.99
2019,1,Private Label,Giant Grade A Frozen Turkey,10-26 lb avg wt,,0.39,SPEND_GET,With $25 purchase - excludes price of turkey - Limit 2,NO,,YES,,,0.39,YES,Giant,SPEND_GET,0.39,0.39
2019,1,Handi-Foil,Bakeware,Selected Varieties,,FREE,BOGO_FREE,Buy 2 Get 1 Free,NO,,YES,,,0,NO,Giant,BOGO_FREE,0.0,0.0
2019,1,Private Label,Giant Spiral Sliced Half or Whole Ham,,,2.49,STRAIGHT_PRICE,per lb,NO,,YES,,,2.49,NO,Giant,STRAIGHT_PRICE,2.49,2.49
2019,1,Private Label,Sweet Potatoes,,,0.39,STRAIGHT_PRICE,per lb,NO,,YES,,,0.39,NO,Giant,STRAIGHT_PRICE,0.39,0.39
2019,1,Private Label,Giant Potatoes or Yellow Onions,Red or Yellow Potatoes 5 lb or Onions 3 lb,,FREE,BOGO_FREE,Buy 1 Get 1 Free,NO,,YES,,,0,NO,Giant,BOGO_FREE,0.0,0.0
2019,1,Ocean Spray,Cranberries,12 oz pkg,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO,Giant,MULTIBUY,2.0,2.0
2019,1,Private Label,Giant Peeled Baby-Cut Carrots or Celery Hearts,Carrots 2 lb or Celery Hearts 1 lb,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO,Giant,MULTIBUY,2.0,2.0
2019,1,Private Label,Giant Boneless Skinless Chicken Breasts,Value Pack 4-5 lb,,1.99,STRAIGHT_PRICE,per lb,NO,,YES,,,1.99,NO,Giant,STRAIGHT_PRICE,1.99,1.99
2019,1,Coca-Cola,Coke 12 or 8 Pack,12/12 fl oz cans or 8/12 fl oz btls,,FREE,BUNDLE,3 Free when you buy 2,NO,,YES,,,0,NO,Giant,BUNDLE,0.0,0.0
2019,1,Breyers,All Natural Ice Cream,32.5-48 fl oz cont,,2.5,MULTIBUY,4/$10,NO,,YES,,,2.5,NO,Giant,MULTIBUY,2.5,2.5
2019,1,Stove Top,Stuffing,Selected Varieties,,1.5,MULTIBUY,2/$3,NO,2.99,YES,,,1.5,YES,Giant,MULTIBUY,1.5,1.5
2019,1,Ocean Spray,Cranberry Cocktail or Grapefruit Juice,64 fl oz btls,,1.99,MULTIBUY,2/$4,NO,,YES,,,1.99,NO,Giant,MULTIBUY,1.99,1.99
2019,1,Heinz,Gravy,12 oz,,1.5,MULTIBUY,2/$3,NO,,YES,,,1.5,NO,Giant,MULTIBUY,1.5,1.5
2019,1,Private Label,Giant Cranberry Sauce,12 oz,,1.5,MULTIBUY,2/$3,NO,,YES,,,1.5,NO,Giant,MULTIBUY,1.5,1.5
2019,1,Swanson,Broth or Stock,32 oz,2.99,1.67,MULTIBUY,3/$5,NO,,YES,,,1.67,YES,Giant,MULTIBUY,1.67,1.67
2019,1,Prego,Pasta Sauce or Alfredo Sauce,14-24 oz,,1.67,MULTIBUY,3/$5,NO,,YES,,,1.67,NO,Giant,MULTIBUY,1.67,1.67
2019,1,Kendall Jackson,Vintner's Reserve Wine,750 ml btl,,10.99,STRAIGHT_PRICE,,NO,,YES,,,10.99,NO,Giant,STRAIGHT_PRICE,10.99,10.99
2019,1,Green Giant,Classic Vegetables,Frozen 7-10 oz,,1,MULTIBUY,5/$5,NO,,YES,,,1,NO,Giant,MULTIBUY,1.0,1.0
2019,1,Deer Park,24 Pack Water,24/16.9 fl oz btls,,3,MULTIBUY,3/$9,NO,,YES,,,3,NO,Giant,MULTIBUY,3.0,3.0
2019,1,Charmin,Bath Tissue,9 Mega or 6 Mega Plus Roll,,8.99,STRAIGHT_PRICE,When you buy 2,NO,9.99,YES,,,8.99,NO,Giant,STRAIGHT_PRICE,8.99,8.99
2019,1,Bounty,Paper Towels,8 Single Plus Roll,,8.99,STRAIGHT_PRICE,When you buy 3,NO,9.99,YES,,,8.99,NO,Giant,STRAIGHT_PRICE,8.99,8.99
2019,1,Nabisco,Ritz Crackers or Stoned Wheat Thins,7.5-13.7 oz,,1.99,STRAIGHT_PRICE,When you buy 2,NO,2.56,YES,,,1.99,NO,Giant,STRAIGHT_PRICE,1.99,1.99
2019,1,Private Label,8-Inch Pie,Apple Dutch Apple Sweet Potato or Pumpkin,,3.99,STRAIGHT_PRICE,each,NO,,YES,,,3.99,NO,Giant,STRAIGHT_PRICE,3.99,3.99
2019,1,King's Hawaiian,Rolls,Honey Wheat or Butter 12-14 oz,,3.5,MULTIBUY,2/$7,NO,,YES,,,3.5,NO,Giant,MULTIBUY,3.5,3.5
2019,1,Tropicana,Pure Premium Orange Juice,52 fl oz,,2.5,MULTIBUY,2/$5,YES,,YES,,,2.5,NO,Giant,MULTIBUY,2.5,2.5
2019,1,Kraft,Shredded or Cracker Barrel Chunk Cheese,5-8 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO,Giant,MULTIBUY,2.5,2.5
2019,1,Taco Bell,Shredded Cheese,7-8 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO,Giant,MULTIBUY,2.5,2.5
2019,1,Oscar Mayer,Sliced Bacon,12-16 oz,,4.99,STRAIGHT_PRICE,,NO,,YES,,,4.99,NO,Giant,STRAIGHT_PRICE,4.99,4.99
2019,1,Starbucks,Coffee or K-Cups,Coffee 10-12 oz bag or K-Cups 6-10 ct,,5.99,STRAIGHT_PRICE,,NO,,YES,,,5.99,NO,Giant,STRAIGHT_PRICE,5.99,5.99
2019,1,General Mills,Post Cereal,Nature Valley or Fiber One 6-15.3 oz,,1.99,STRAIGHT_PRICE,,NO,,YES,,,1.99,NO,Giant,STRAIGHT_PRICE,1.99,1.99
2019,10,Private Label,Giant Green Beans Brussels Sprouts Celery Sticks or French Beans,Green Beans or Brussels Sprouts 2 lb Celery Sticks 2.5 lb or French Beans 24 oz pkg,,5,MULTIBUY,2/$10,NO,,YES,,,5,NO,Giant,MULTIBUY,5.0,5.0
2019,10,Private Label,Sweet Strawberries Blackberries or Raspberries,Strawberries 1 lb Blackberries 6 oz or Raspberries 6 oz pkg,,3.33,MULTIBUY,3/$10,NO,,YES,,,3.33,NO,Giant,MULTIBUY,3.33,3.33
2019,10,Private Label,Fresh Fuji Gala Granny Smith or Envy Apples,,,1.79,STRAIGHT_PRICE,per lb,NO,,YES,,,1.79,NO,Giant,STRAIGHT_PRICE,1.79,1.79
2019,10,Private Label,Giant Salad Blends or Cooking Greens,Salad Blends 5-12 oz pkg Kale or Collard Greens 16 oz bag,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO,Giant,MULTIBUY,2.5,2.5
2019,10,Private Label,Giant Romaine Hearts Mini Seedless Cucumbers or Campari Tomatoes,Romaine Hearts 3 ct Mini Cucumbers 14 oz or Tomatoes 1 lb,,3,MULTIBUY,3/$9,NO,,YES,,,3,NO,Giant,MULTIBUY,3.0,3.0
2019,10,Private Label,Hass Avocados or Hothouse Peppers,Ripe and Delicious Red Orange or Yellow Peppers,,1.67,MULTIBUY,3/$5,NO,,YES,,,1.67,NO,Giant,MULTIBUY,1.67,1.67
2019,10,Private Label,Golden Pineapple or Pomegranate,Ripe and Juicy,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO,Giant,MULTIBUY,2.5,2.5
2019,10,Taylor Farms,Salad Kits,11-13 oz pkg,,5,MULTIBUY,2/$10,NO,,YES,,,5,NO,Giant,MULTIBUY,5.0,5.0
2019,10,Private Label,Fresh Stuffing Mushrooms,24 oz pkg,,3.99,STRAIGHT_PRICE,each,NO,,YES,,,3.99,NO,Giant,STRAIGHT_PRICE,3.99,3.99
2019,10,Private Label,Giant Diced Onions or Celery,8 oz cont,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO,Giant,MULTIBUY,2.0,2.0
2019,10,Private Label,Fresh Pears,Ripe and Ready to Eat Bosc Bartlett Anjou or Red,,1.69,STRAIGHT_PRICE,per lb,NO,,YES,,,1.69,NO,Giant,STRAIGHT_PRICE,1.69,1.69
2019,10,Private Label,Giant Russet Potatoes,US No. 1 8 lb bag,,3.99,STRAIGHT_PRICE,each,NO,,YES,,,3.99,YES,Giant,STRAIGHT_PRICE,3.99,3.99
2019,10,Private Label,Giant Apple Cider,Gallon Jug,,4.49,STRAIGHT_PRICE,each,NO,,YES,,,4.49,NO,Giant,STRAIGHT_PRICE,4.49,4.49
2019,10,Private Label,Fresh Store-Cut Mixed Fruit,Family Size,,3.99,STRAIGHT_PRICE,per lb,NO,,YES,,,3.99,NO,Giant,STRAIGHT_PRICE,3.99,3.99
2019,10,Private Label,Giant Bistro Bowls or Suja Kombucha,Bistro Selected Varieties 4.75-7.25 oz pkg or Kombucha 12 fl oz,,3.33,MULTIBUY,3/$10,NO,,YES,,,3.33,NO,Giant,MULTIBUY,3.33,3.33
2019,10,Private Label,Baking Nuts,Walnuts Almonds or Pecans 12 oz bag,,5.99,STRAIGHT_PRICE,,NO,,YES,,,5.99,NO,Giant,STRAIGHT_PRICE,5.99,5.99
2019,10,Private Label,Organic Strawberries,16 oz pkg,,4.99,STRAIGHT_PRICE,each,NO,,YES,,,4.99,NO,Giant,STRAIGHT_PRICE,4.99,4.99
2019,10,Ocean Spray,Organic Cranberries,8 oz pkg,,3,MULTIBUY,2/$6,NO,,YES,,,3,NO,Giant,MULTIBUY,3.0,3.0
2019,10,Nature's Promise,Organic Red or Green Grapes,2 lb clamshell,,5.99,STRAIGHT_PRICE,each,NO,,YES,,,5.99,NO,Giant,STRAIGHT_PRICE,5.99,5.99
2019,10,Nature's Promise,Organic Bag Hass Avocados,3 ct bag,,5.49,STRAIGHT_PRICE,each,NO,,YES,,,5.49,NO,Giant,STRAIGHT_PRICE,5.49,5.49
2019,10,Oscar Mayer,Fresh Lunchmeat,7-9 oz pkg,,3.33,MULTIBUY,3/$10,NO,,YES,,,3.33,NO,Giant,MULTIBUY,3.33,3.33
2019,10,TGI Fridays,Appetizers or Bagel Bites,Frozen Appetizers 10-17.4 oz or Bites 7.75-18.6 oz,,5.49,STRAIGHT_PRICE,,NO,,YES,,,5.49,NO,Giant,STRAIGHT_PRICE,5.49,5.49
2019,10,Planters,Cashew Halves & Pieces or Mixed Nuts,Halves & Pieces 8 oz or Mixed Nuts 10-10.3 oz cont,,4.99,STRAIGHT_PRICE,,NO,,YES,,,4.99,NO,Giant,STRAIGHT_PRICE,4.99,4.99
2019,10,Devour,Entrées,Frozen 7-12 oz,,3,MULTIBUY,2/$6,NO,,YES,,,3,NO,Giant,MULTIBUY,3.0,3.0
2019,10,Kraft,Salad Dressing,24 oz btl,,3,MULTIBUY,2/$6,NO,,YES,,,3,NO,Giant,MULTIBUY,3.0,3.0
2019,10,Heinz,Mayonnaise or Kraft Miracle Whip,Heinz Mayonnaise 19 oz jar or Miracle Whip 30 fl oz jar,,3.5,MULTIBUY,2/$7,NO,,YES,,,3.5,NO,Giant,MULTIBUY,3.5,3.5
2019,10,Kraft,Deluxe or Velveeta Dinners,11.9-14 oz box,,3,MULTIBUY,2/$6,NO,,YES,,,3,NO,Giant,MULTIBUY,3.0,3.0
2019,10,Planters,NUT-rition,9.75-10.25 oz,,5.99,STRAIGHT_PRICE,,NO,,YES,,,5.99,NO,Giant,STRAIGHT_PRICE,5.99,5.99
2019,10,Boca,Meatless Products,Frozen 10-12 oz pkg,,3.5,MULTIBUY,2/$7,NO,,YES,,,3.5,NO,Giant,MULTIBUY,3.5,3.5
2019,10,Claussen,Pickles,Found in the Deli Department 20-32 oz jar,,3.5,MULTIBUY,2/$7,NO,,YES,,,3.5,NO,Giant,MULTIBUY,3.5,3.5
2019,10,Kraft,Bitten Pioneer Woman or Twisted Ranch Salad Dressing,12-13 oz btl,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO,Giant,MULTIBUY,2.5,2.5
2019,11,Budweiser,Bud Light or Budweiser 24 Pack,24/12 fl oz cans,,17.99,STRAIGHT_PRICE,,NO,,NO,,,17.99,NO,Giant,STRAIGHT_PRICE,17.99,17.99
2019,11,Yuengling,Lager or Pabst 24 Pack,24/12 fl oz btls or cans,,17.99,STRAIGHT_PRICE,,NO,,NO,,,17.99,NO,Giant,STRAIGHT_PRICE,17.99,17.99
2019,11,Miller Lite,Coors Light 24 Pack,24/12 fl oz cans,,17.99,STRAIGHT_PRICE,,NO,,NO,,,17.99,NO,Giant,STRAIGHT_PRICE,17.99,17.99
2019,11,Corona,18 Pack,18/12 fl oz btls,,21.99,STRAIGHT_PRICE,,NO,,NO,,,21.99,NO,Giant,STRAIGHT_PRICE,21.99,21.99
2019,11,Heineken,Stella Artois 18 Pack,Selected Varieties 18/12 fl oz btls,,21.99,STRAIGHT_PRICE,,NO,,NO,,,21.99,NO,Giant,STRAIGHT_PRICE,21.99,21.99
2019,11,Michelob Ultra,24 Pack,24/12 fl oz btls,,21.99,STRAIGHT_PRICE,,NO,,NO,,,21.99,NO,Giant,STRAIGHT_PRICE,21.99,21.99
2019,11,Center of the Universe,4 Pack,4/16 fl oz cans,,12.99,STRAIGHT_PRICE,,NO,,NO,,,12.99,NO,Giant,STRAIGHT_PRICE,12.99,12.99
2019,11,Starr Hill,6 Pack,Selected Varieties 6/12 fl oz btls,,9.99,STRAIGHT_PRICE,,NO,,NO,,,9.99,NO,Giant,STRAIGHT_PRICE,9.99,9.99
